Game Code,Full Hyperlink,Home,Away,Home Short,Away Short,Home Tipper,Home Tipper Link,Away Tipper,Away Tipper Link,First Scorer,Tip Winning Team,Tip Losing Team,Possession Gaining Player,Possession Gaining Player Link,First Scoring Team,Scored Upon Team,Tip Winner,Tip Winner Link,Tip Loser,Tip Loser Link,Tip Winner Scores
202101010UTA,https://www.basketball-reference.com/boxscores/pbp/202101010UTA.html,Utah Jazz,Los Angeles Clippers,UTA,LAC,R. Gobert,/players/g/goberru01.html,S. Ibaka,/players/i/ibakase01.html,K. Leonard,LAC,UTA,N. Batum,/players/b/batumni01.html,LAC,UTA,S. Ibaka,/players/i/ibakase01.html,R. Gobert,/players/g/goberru01.html,1.0
202101010GSW,https://www.basketball-reference.com/boxscores/pbp/202101010GSW.html,Golden State Warriors,Portland Trail Blazers,GSW,POR,J. Wiseman,/players/w/wisemja01.html,J. Nurkić,/players/n/nurkiju01.html,J. Wiseman,GSW,POR,A. Wiggins,/players/w/wiggian01.html,GSW,POR,J. Wiseman,/players/w/wisemja01.html,J. Nurkić,/players/n/nurkiju01.html,1.0
202101020HOU,https://www.basketball-reference.com/boxscores/pbp/202101020HOU.html,Houston Rockets,Sacramento Kings,HOU,SAC,C. Wood,/players/w/woodch01.html,R. Holmes,/players/h/holmeri01.html,M. Bagley,SAC,HOU,D. Fox,/players/f/foxde01.html,SAC,HOU,R. Holmes,/players/h/holmeri01.html,C. Wood,/players/w/woodch01.html,1.0
202101020IND,https://www.basketball-reference.com/boxscores/pbp/202101020IND.html,Indiana Pacers,New York Knicks,IND,NYK,M. Turner,/players/t/turnemy01.html,M. Robinson,/players/r/robinmi01.html,E. Payton,NYK,IND,E. Payton,/players/p/paytoel01.html,NYK,IND,M. Robinson,/players/r/robinmi01.html,M. Turner,/players/t/turnemy01.html,1.0
202101020ORL,https://www.basketball-reference.com/boxscores/pbp/202101020ORL.html,Orlando Magic,Oklahoma City Thunder,ORL,OKC,N. Vučević,/players/v/vucevni01.html,A. Horford,/players/h/horfoal01.html,D. Bazley,OKC,ORL,G. Hill,/players/h/hillge01.html,OKC,ORL,A. Horford,/players/h/horfoal01.html,N. Vučević,/players/v/vucevni01.html,1.0
202101020PHI,https://www.basketball-reference.com/boxscores/pbp/202101020PHI.html,Philadelphia 76ers,Charlotte Hornets,PHI,CHO,J. Embiid,/players/e/embiijo01.html,B. Biyombo,/players/b/biyombi01.html,J. Embiid,PHI,CHO,B. Simmons,/players/s/simmobe01.html,PHI,CHO,J. Embiid,/players/e/embiijo01.html,B. Biyombo,/players/b/biyombi01.html,1.0
202101020ATL,https://www.basketball-reference.com/boxscores/pbp/202101020ATL.html,Atlanta Hawks,Cleveland Cavaliers,ATL,CLE,C. Capela,/players/c/capelca01.html,A. Drummond,/players/d/drumman01.html,A. Drummond,CLE,ATL,C. Sexton,/players/s/sextoco01.html,CLE,ATL,A. Drummond,/players/d/drumman01.html,C. Capela,/players/c/capelca01.html,1.0
202101020NOP,https://www.basketball-reference.com/boxscores/pbp/202101020NOP.html,New Orleans Pelicans,Toronto Raptors,NOP,TOR,S. Adams,/players/a/adamsst01.html,A. Baynes,/players/b/baynear01.html,F. VanVleet,TOR,NOP,F. VanVleet,/players/v/vanvlfr01.html,TOR,NOP,A. Baynes,/players/b/baynear01.html,S. Adams,/players/a/adamsst01.html,1.0
202101030DET,https://www.basketball-reference.com/boxscores/pbp/202101030DET.html,Detroit Pistons,Boston Celtics,DET,BOS,M. Plumlee,/players/p/plumlma01.html,T. Thompson,/players/t/thomptr01.html,J. Grant,DET,BOS,B. Griffin,/players/g/griffbl01.html,DET,BOS,M. Plumlee,/players/p/plumlma01.html,T. Thompson,/players/t/thomptr01.html,1.0
202101030BRK,https://www.basketball-reference.com/boxscores/pbp/202101030BRK.html,Brooklyn Nets,Washington Wizards,BRK,WAS,D. Jordan,/players/j/jordade01.html,T. Bryant,/players/b/bryanth01.html,K. Irving,BRK,WAS,K. Durant,/players/d/duranke01.html,BRK,WAS,D. Jordan,/players/j/jordade01.html,T. Bryant,/players/b/bryanth01.html,1.0
202101030MEM,https://www.basketball-reference.com/boxscores/pbp/202101030MEM.html,Memphis Grizzlies,Los Angeles Lakers,MEM,LAL,J. Valančiūnas,/players/v/valanjo01.html,A. Davis,/players/d/davisan02.html,K. Anderson,MEM,LAL,T. Jones,/players/j/jonesty01.html,MEM,LAL,J. Valančiūnas,/players/v/valanjo01.html,A. Davis,/players/d/davisan02.html,1.0
202101030MIN,https://www.basketball-reference.com/boxscores/pbp/202101030MIN.html,Minnesota Timberwolves,Denver Nuggets,MIN,DEN,E. Davis,/players/d/davised01.html,N. Jokić,/players/j/jokicni01.html,N. Jokić,DEN,MIN,N. Jokić,/players/j/jokicni01.html,DEN,MIN,N. Jokić,/players/j/jokicni01.html,E. Davis,/players/d/davised01.html,1.0
202101030SAS,https://www.basketball-reference.com/boxscores/pbp/202101030SAS.html,San Antonio Spurs,Utah Jazz,SAS,UTA,J. Poeltl,/players/p/poeltja01.html,R. Gobert,/players/g/goberru01.html,B. Bogdanović,UTA,SAS,B. Bogdanović,/players/b/bogdabo02.html,UTA,SAS,R. Gobert,/players/g/goberru01.html,J. Poeltl,/players/p/poeltja01.html,1.0
202101030CHI,https://www.basketball-reference.com/boxscores/pbp/202101030CHI.html,Chicago Bulls,Dallas Mavericks,CHI,DAL,W. Carter,/players/c/cartewe01.html,D. Powell,/players/p/poweldw01.html,Z. LaVine,DAL,CHI,J. Richardson,/players/r/richajo01.html,CHI,DAL,D. Powell,/players/p/poweldw01.html,W. Carter,/players/c/cartewe01.html,0.0
202101030PHO,https://www.basketball-reference.com/boxscores/pbp/202101030PHO.html,Phoenix Suns,Los Angeles Clippers,PHO,LAC,D. Ayton,/players/a/aytonde01.html,S. Ibaka,/players/i/ibakase01.html,P. Beverley,PHO,LAC,J. Crowder,/players/c/crowdja01.html,LAC,PHO,D. Ayton,/players/a/aytonde01.html,S. Ibaka,/players/i/ibakase01.html,0.0
202101030GSW,https://www.basketball-reference.com/boxscores/pbp/202101030GSW.html,Golden State Warriors,Portland Trail Blazers,GSW,POR,J. Wiseman,/players/w/wisemja01.html,J. Nurkić,/players/n/nurkiju01.html,J. Nurkić,POR,GSW,D. Jones,/players/j/jonesde02.html,POR,GSW,J. Nurkić,/players/n/nurkiju01.html,J. Wiseman,/players/w/wisemja01.html,1.0
202101040ORL,https://www.basketball-reference.com/boxscores/pbp/202101040ORL.html,Orlando Magic,Cleveland Cavaliers,ORL,CLE,N. Vučević,/players/v/vucevni01.html,C. Sexton,/players/s/sextoco01.html,M. Fultz,CLE,ORL,C. Sexton,/players/s/sextoco01.html,ORL,CLE,C. Sexton,/players/s/sextoco01.html,N. Vučević,/players/v/vucevni01.html,0.0
202101040PHI,https://www.basketball-reference.com/boxscores/pbp/202101040PHI.html,Philadelphia 76ers,Charlotte Hornets,PHI,CHO,J. Embiid,/players/e/embiijo01.html,B. Biyombo,/players/b/biyombi01.html,B. Simmons,PHI,CHO,S. Curry,/players/c/curryse01.html,PHI,CHO,J. Embiid,/players/e/embiijo01.html,B. Biyombo,/players/b/biyombi01.html,1.0
202101040ATL,https://www.basketball-reference.com/boxscores/pbp/202101040ATL.html,Atlanta Hawks,New York Knicks,ATL,NYK,C. Capela,/players/c/capelca01.html,M. Robinson,/players/r/robinmi01.html,R. Barrett,NYK,ATL,E. Payton,/players/p/paytoel01.html,NYK,ATL,M. Robinson,/players/r/robinmi01.html,C. Capela,/players/c/capelca01.html,1.0
202101040MIA,https://www.basketball-reference.com/boxscores/pbp/202101040MIA.html,Miami Heat,Oklahoma City Thunder,MIA,OKC,B. Adebayo,/players/a/adebaba01.html,A. Horford,/players/h/horfoal01.html,J. Butler,MIA,OKC,J. Butler,/players/b/butleji01.html,MIA,OKC,B. Adebayo,/players/a/adebaba01.html,A. Horford,/players/h/horfoal01.html,1.0
202101040TOR,https://www.basketball-reference.com/boxscores/pbp/202101040TOR.html,Toronto Raptors,Boston Celtics,TOR,BOS,A. Baynes,/players/b/baynear01.html,T. Thompson,/players/t/thomptr01.html,J. Brown,BOS,TOR,J. Brown,/players/b/brownja02.html,BOS,TOR,T. Thompson,/players/t/thomptr01.html,A. Baynes,/players/b/baynear01.html,1.0
202101040HOU,https://www.basketball-reference.com/boxscores/pbp/202101040HOU.html,Houston Rockets,Dallas Mavericks,HOU,DAL,C. Wood,/players/w/woodch01.html,W. Cauley-Stein,/players/c/caulewi01.html,J. Harden,HOU,DAL,P. Tucker,/players/t/tuckepj01.html,HOU,DAL,C. Wood,/players/w/woodch01.html,W. Cauley-Stein,/players/c/caulewi01.html,1.0
202101040MIL,https://www.basketball-reference.com/boxscores/pbp/202101040MIL.html,Milwaukee Bucks,Detroit Pistons,MIL,DET,B. Lopez,/players/l/lopezbr01.html,M. Plumlee,/players/p/plumlma01.html,G. Antetokounmpo,MIL,DET,G. Antetokounmpo,/players/a/antetgi01.html,MIL,DET,B. Lopez,/players/l/lopezbr01.html,M. Plumlee,/players/p/plumlma01.html,1.0
202101040NOP,https://www.basketball-reference.com/boxscores/pbp/202101040NOP.html,New Orleans Pelicans,Indiana Pacers,NOP,IND,S. Adams,/players/a/adamsst01.html,M. Turner,/players/t/turnemy01.html,M. Turner,NOP,IND,L. Ball,/players/b/balllo01.html,IND,NOP,S. Adams,/players/a/adamsst01.html,M. Turner,/players/t/turnemy01.html,0.0
202101040GSW,https://www.basketball-reference.com/boxscores/pbp/202101040GSW.html,Golden State Warriors,Sacramento Kings,GSW,SAC,J. Wiseman,/players/w/wisemja01.html,R. Holmes,/players/h/holmeri01.html,J. Wiseman,SAC,GSW,D. Fox,/players/f/foxde01.html,GSW,SAC,R. Holmes,/players/h/holmeri01.html,J. Wiseman,/players/w/wisemja01.html,0.0
202101050BRK,https://www.basketball-reference.com/boxscores/pbp/202101050BRK.html,Brooklyn Nets,Utah Jazz,BRK,UTA,J. Allen,/players/a/allenja01.html,R. Gobert,/players/g/goberru01.html,K. Irving,UTA,BRK,R. O'Neale,/players/o/onealro01.html,BRK,UTA,R. Gobert,/players/g/goberru01.html,J. Allen,/players/a/allenja01.html,0.0
202101050MEM,https://www.basketball-reference.com/boxscores/pbp/202101050MEM.html,Memphis Grizzlies,Los Angeles Lakers,MEM,LAL,J. Valančiūnas,/players/v/valanjo01.html,A. Davis,/players/d/davisan02.html,A. Davis,LAL,MEM,L. James,/players/j/jamesle01.html,LAL,MEM,A. Davis,/players/d/davisan02.html,J. Valančiūnas,/players/v/valanjo01.html,1.0
202101050DEN,https://www.basketball-reference.com/boxscores/pbp/202101050DEN.html,Denver Nuggets,Minnesota Timberwolves,DEN,MIN,N. Jokić,/players/j/jokicni01.html,E. Davis,/players/d/davised01.html,G. Harris,MIN,DEN,J. Hernangómez,/players/h/hernaju01.html,DEN,MIN,E. Davis,/players/d/davised01.html,N. Jokić,/players/j/jokicni01.html,0.0
202101050LAC,https://www.basketball-reference.com/boxscores/pbp/202101050LAC.html,Los Angeles Clippers,San Antonio Spurs,LAC,SAS,S. Ibaka,/players/i/ibakase01.html,L. Aldridge,/players/a/aldrila01.html,K. Johnson,LAC,SAS,P. Beverley,/players/b/beverpa01.html,SAS,LAC,S. Ibaka,/players/i/ibakase01.html,L. Aldridge,/players/a/aldrila01.html,0.0
202101050POR,https://www.basketball-reference.com/boxscores/pbp/202101050POR.html,Portland Trail Blazers,Chicago Bulls,POR,CHI,J. Nurkić,/players/n/nurkiju01.html,W. Carter,/players/c/cartewe01.html,R. Covington,POR,CHI,D. Lillard,/players/l/lillada01.html,POR,CHI,J. Nurkić,/players/n/nurkiju01.html,W. Carter,/players/c/cartewe01.html,1.0
202101060IND,https://www.basketball-reference.com/boxscores/pbp/202101060IND.html,Indiana Pacers,Houston Rockets,IND,HOU,M. Turner,/players/t/turnemy01.html,D. Cousins,/players/c/couside01.html,D. Cousins,HOU,IND,P. Tucker,/players/t/tuckepj01.html,HOU,IND,D. Cousins,/players/c/couside01.html,M. Turner,/players/t/turnemy01.html,1.0
202101060ORL,https://www.basketball-reference.com/boxscores/pbp/202101060ORL.html,Orlando Magic,Cleveland Cavaliers,ORL,CLE,N. Vučević,/players/v/vucevni01.html,A. Drummond,/players/d/drumman01.html,M. Fultz,CLE,ORL,C. Osman,/players/o/osmande01.html,ORL,CLE,A. Drummond,/players/d/drumman01.html,N. Vučević,/players/v/vucevni01.html,0.0
202101060PHI,https://www.basketball-reference.com/boxscores/pbp/202101060PHI.html,Philadelphia 76ers,Washington Wizards,PHI,WAS,J. Embiid,/players/e/embiijo01.html,T. Bryant,/players/b/bryanth01.html,B. Beal,PHI,WAS,S. Curry,/players/c/curryse01.html,WAS,PHI,J. Embiid,/players/e/embiijo01.html,T. Bryant,/players/b/bryanth01.html,0.0
202101060ATL,https://www.basketball-reference.com/boxscores/pbp/202101060ATL.html,Atlanta Hawks,Charlotte Hornets,ATL,CHO,C. Capela,/players/c/capelca01.html,B. Biyombo,/players/b/biyombi01.html,G. Hayward,ATL,CHO,T. Young,/players/y/youngtr01.html,CHO,ATL,C. Capela,/players/c/capelca01.html,B. Biyombo,/players/b/biyombi01.html,0.0
202101060MIA,https://www.basketball-reference.com/boxscores/pbp/202101060MIA.html,Miami Heat,Boston Celtics,MIA,BOS,B. Adebayo,/players/a/adebaba01.html,T. Thompson,/players/t/thomptr01.html,M. Smart,MIA,BOS,T. Herro,/players/h/herroty01.html,BOS,MIA,B. Adebayo,/players/a/adebaba01.html,T. Thompson,/players/t/thomptr01.html,0.0
202101060NYK,https://www.basketball-reference.com/boxscores/pbp/202101060NYK.html,New York Knicks,Utah Jazz,NYK,UTA,M. Robinson,/players/r/robinmi01.html,R. Gobert,/players/g/goberru01.html,E. Payton,NYK,UTA,E. Payton,/players/p/paytoel01.html,NYK,UTA,M. Robinson,/players/r/robinmi01.html,R. Gobert,/players/g/goberru01.html,1.0
202101060MIL,https://www.basketball-reference.com/boxscores/pbp/202101060MIL.html,Milwaukee Bucks,Detroit Pistons,MIL,DET,G. Antetokounmpo,/players/a/antetgi01.html,M. Plumlee,/players/p/plumlma01.html,J. Holiday,MIL,DET,G. Antetokounmpo,/players/a/antetgi01.html,MIL,DET,G. Antetokounmpo,/players/a/antetgi01.html,M. Plumlee,/players/p/plumlma01.html,1.0
202101060NOP,https://www.basketball-reference.com/boxscores/pbp/202101060NOP.html,New Orleans Pelicans,Oklahoma City Thunder,NOP,OKC,S. Adams,/players/a/adamsst01.html,A. Horford,/players/h/horfoal01.html,Z. Williamson,NOP,OKC,L. Ball,/players/b/balllo01.html,NOP,OKC,S. Adams,/players/a/adamsst01.html,A. Horford,/players/h/horfoal01.html,1.0
202101060PHO,https://www.basketball-reference.com/boxscores/pbp/202101060PHO.html,Phoenix Suns,Toronto Raptors,PHO,TOR,D. Ayton,/players/a/aytonde01.html,A. Baynes,/players/b/baynear01.html,P. Siakam,PHO,TOR,C. Paul,/players/p/paulch01.html,TOR,PHO,D. Ayton,/players/a/aytonde01.html,A. Baynes,/players/b/baynear01.html,0.0
202101060GSW,https://www.basketball-reference.com/boxscores/pbp/202101060GSW.html,Golden State Warriors,Los Angeles Clippers,GSW,LAC,J. Wiseman,/players/w/wisemja01.html,S. Ibaka,/players/i/ibakase01.html,P. Beverley,GSW,LAC,A. Wiggins,/players/w/wiggian01.html,LAC,GSW,J. Wiseman,/players/w/wisemja01.html,S. Ibaka,/players/i/ibakase01.html,0.0
202101060SAC,https://www.basketball-reference.com/boxscores/pbp/202101060SAC.html,Sacramento Kings,Chicago Bulls,SAC,CHI,R. Holmes,/players/h/holmeri01.html,W. Carter,/players/c/cartewe01.html,R. Holmes,CHI,SAC,C. White,/players/w/whiteco01.html,SAC,CHI,W. Carter,/players/c/cartewe01.html,R. Holmes,/players/h/holmeri01.html,0.0
202101070BRK,https://www.basketball-reference.com/boxscores/pbp/202101070BRK.html,Brooklyn Nets,Philadelphia 76ers,BRK,PHI,J. Allen,/players/a/allenja01.html,J. Embiid,/players/e/embiijo01.html,J. Allen,BRK,PHI,C. LeVert,/players/l/leverca01.html,BRK,PHI,J. Allen,/players/a/allenja01.html,J. Embiid,/players/e/embiijo01.html,1.0
202101070MEM,https://www.basketball-reference.com/boxscores/pbp/202101070MEM.html,Memphis Grizzlies,Cleveland Cavaliers,MEM,CLE,J. Valančiūnas,/players/v/valanjo01.html,A. Drummond,/players/d/drumman01.html,C. Osman,CLE,MEM,D. Dotson,/players/d/dotsoda01.html,CLE,MEM,A. Drummond,/players/d/drumman01.html,J. Valančiūnas,/players/v/valanjo01.html,1.0
202101070DEN,https://www.basketball-reference.com/boxscores/pbp/202101070DEN.html,Denver Nuggets,Dallas Mavericks,DEN,DAL,N. Jokić,/players/j/jokicni01.html,W. Cauley-Stein,/players/c/caulewi01.html,W. Cauley-Stein,DAL,DEN,M. Kleber,/players/k/klebima01.html,DAL,DEN,W. Cauley-Stein,/players/c/caulewi01.html,N. Jokić,/players/j/jokicni01.html,1.0
202101070LAL,https://www.basketball-reference.com/boxscores/pbp/202101070LAL.html,Los Angeles Lakers,San Antonio Spurs,LAL,SAS,A. Davis,/players/d/davisan02.html,L. Aldridge,/players/a/aldrila01.html,D. DeRozan,LAL,SAS,L. James,/players/j/jamesle01.html,SAS,LAL,A. Davis,/players/d/davisan02.html,L. Aldridge,/players/a/aldrila01.html,0.0
202101070POR,https://www.basketball-reference.com/boxscores/pbp/202101070POR.html,Portland Trail Blazers,Minnesota Timberwolves,POR,MIN,J. Nurkić,/players/n/nurkiju01.html,E. Davis,/players/d/davised01.html,D. Russell,POR,MIN,R. Covington,/players/c/covinro01.html,MIN,POR,J. Nurkić,/players/n/nurkiju01.html,E. Davis,/players/d/davised01.html,0.0
202101080DET,https://www.basketball-reference.com/boxscores/pbp/202101080DET.html,Detroit Pistons,Phoenix Suns,DET,PHO,M. Plumlee,/players/p/plumlma01.html,D. Ayton,/players/a/aytonde01.html,D. Booker,PHO,DET,C. Paul,/players/p/paulch01.html,PHO,DET,D. Ayton,/players/a/aytonde01.html,M. Plumlee,/players/p/plumlma01.html,1.0
202101080BOS,https://www.basketball-reference.com/boxscores/pbp/202101080BOS.html,Boston Celtics,Washington Wizards,BOS,WAS,D. Theis,/players/t/theisda01.html,T. Bryant,/players/b/bryanth01.html,J. Tatum,BOS,WAS,S. Ojeleye,/players/o/ojelese01.html,BOS,WAS,D. Theis,/players/t/theisda01.html,T. Bryant,/players/b/bryanth01.html,1.0
202101080NOP,https://www.basketball-reference.com/boxscores/pbp/202101080NOP.html,New Orleans Pelicans,Charlotte Hornets,NOP,CHO,S. Adams,/players/a/adamsst01.html,B. Biyombo,/players/b/biyombi01.html,E. Bledsoe,NOP,CHO,L. Ball,/players/b/balllo01.html,NOP,CHO,S. Adams,/players/a/adamsst01.html,B. Biyombo,/players/b/biyombi01.html,1.0
202101080NYK,https://www.basketball-reference.com/boxscores/pbp/202101080NYK.html,New York Knicks,Oklahoma City Thunder,NYK,OKC,M. Robinson,/players/r/robinmi01.html,A. Horford,/players/h/horfoal01.html,E. Payton,NYK,OKC,E. Payton,/players/p/paytoel01.html,NYK,OKC,M. Robinson,/players/r/robinmi01.html,A. Horford,/players/h/horfoal01.html,1.0
202101080HOU,https://www.basketball-reference.com/boxscores/pbp/202101080HOU.html,Houston Rockets,Orlando Magic,HOU,ORL,C. Wood,/players/w/woodch01.html,N. Vučević,/players/v/vucevni01.html,N. Vučević,HOU,ORL,J. Wall,/players/w/walljo01.html,ORL,HOU,C. Wood,/players/w/woodch01.html,N. Vučević,/players/v/vucevni01.html,0.0
202101080MEM,https://www.basketball-reference.com/boxscores/pbp/202101080MEM.html,Memphis Grizzlies,Brooklyn Nets,MEM,BRK,J. Valančiūnas,/players/v/valanjo01.html,J. Allen,/players/a/allenja01.html,J. Green,BRK,MEM,J. Green,/players/g/greenje02.html,BRK,MEM,J. Allen,/players/a/allenja01.html,J. Valančiūnas,/players/v/valanjo01.html,1.0
202101080MIL,https://www.basketball-reference.com/boxscores/pbp/202101080MIL.html,Milwaukee Bucks,Utah Jazz,MIL,UTA,B. Lopez,/players/l/lopezbr01.html,R. Gobert,/players/g/goberru01.html,D. DiVincenzo,MIL,UTA,G. Antetokounmpo,/players/a/antetgi01.html,MIL,UTA,B. Lopez,/players/l/lopezbr01.html,R. Gobert,/players/g/goberru01.html,1.0
202101080GSW,https://www.basketball-reference.com/boxscores/pbp/202101080GSW.html,Golden State Warriors,Los Angeles Clippers,GSW,LAC,J. Wiseman,/players/w/wisemja01.html,S. Ibaka,/players/i/ibakase01.html,S. Ibaka,GSW,LAC,D. Green,/players/g/greendr01.html,LAC,GSW,J. Wiseman,/players/w/wisemja01.html,S. Ibaka,/players/i/ibakase01.html,0.0
202101080LAL,https://www.basketball-reference.com/boxscores/pbp/202101080LAL.html,Los Angeles Lakers,Chicago Bulls,LAL,CHI,M. Gasol,/players/g/gasolma01.html,W. Carter,/players/c/cartewe01.html,M. Morris,LAL,CHI,L. James,/players/j/jamesle01.html,LAL,CHI,M. Gasol,/players/g/gasolma01.html,W. Carter,/players/c/cartewe01.html,1.0
202101080SAC,https://www.basketball-reference.com/boxscores/pbp/202101080SAC.html,Sacramento Kings,Toronto Raptors,SAC,TOR,R. Holmes,/players/h/holmeri01.html,A. Len,/players/l/lenal01.html,R. Holmes,SAC,TOR,D. Fox,/players/f/foxde01.html,SAC,TOR,R. Holmes,/players/h/holmeri01.html,A. Len,/players/l/lenal01.html,1.0
202101090PHI,https://www.basketball-reference.com/boxscores/pbp/202101090PHI.html,Philadelphia 76ers,Denver Nuggets,PHI,DEN,Dwight Howard,,Dwight Howard,,Jamal Murray,DEN,PHI,,,DEN,PHI,Dwight Howard,/players/h/howardw01.html,Dwight Howard,/players/h/howardw01.html,1.0
202101090CHO,https://www.basketball-reference.com/boxscores/pbp/202101090CHO.html,Charlotte Hornets,Atlanta Hawks,CHO,ATL,B. Biyombo,/players/b/biyombi01.html,C. Capela,/players/c/capelca01.html,B. Bogdanović,CHO,ATL,P. Washington,/players/w/washipj01.html,ATL,CHO,B. Biyombo,/players/b/biyombi01.html,C. Capela,/players/c/capelca01.html,0.0
202101090IND,https://www.basketball-reference.com/boxscores/pbp/202101090IND.html,Indiana Pacers,Phoenix Suns,IND,PHO,M. Turner,/players/t/turnemy01.html,D. Ayton,/players/a/aytonde01.html,M. Bridges,IND,PHO,D. Sabonis,/players/s/sabondo01.html,PHO,IND,M. Turner,/players/t/turnemy01.html,D. Ayton,/players/a/aytonde01.html,0.0
202101090WAS,https://www.basketball-reference.com/boxscores/pbp/202101090WAS.html,Washington Wizards,Miami Heat,WAS,MIA,T. Bryant,/players/b/bryanth01.html,B. Adebayo,/players/a/adebaba01.html,T. Herro,MIA,WAS,J. Butler,/players/b/butleji01.html,MIA,WAS,B. Adebayo,/players/a/adebaba01.html,T. Bryant,/players/b/bryanth01.html,1.0
202101090MIL,https://www.basketball-reference.com/boxscores/pbp/202101090MIL.html,Milwaukee Bucks,Cleveland Cavaliers,MIL,CLE,B. Lopez,/players/l/lopezbr01.html,A. Drummond,/players/d/drumman01.html,J. Holiday,MIL,CLE,B. Portis,/players/p/portibo01.html,MIL,CLE,B. Lopez,/players/l/lopezbr01.html,A. Drummond,/players/d/drumman01.html,1.0
202101090MIN,https://www.basketball-reference.com/boxscores/pbp/202101090MIN.html,Minnesota Timberwolves,San Antonio Spurs,MIN,SAS,K. Towns,/players/t/townska01.html,L. Aldridge,/players/a/aldrila01.html,K. Johnson,MIN,SAS,J. Hernangómez,/players/h/hernaju01.html,SAS,MIN,K. Towns,/players/t/townska01.html,L. Aldridge,/players/a/aldrila01.html,0.0
